region_id,region,county_name,NCESSCH,SCH_NAME,LEA_NAME,school_irn,Building Name,students_served,high_need,match_method,match_score
,,Geauga,390472202806,Robert C Lindsey Elementary School,West Geauga Local,027821,,0.0,False,unmatched,
,,Geauga,390472202808,West Geauga High School,West Geauga Local,038653,,0.0,False,unmatched,
,,Geauga,390472202809,West Geauga Middle School,West Geauga Local,038661,,0.0,False,unmatched,
,,Geauga,390472202810,Westwood Elementary School,West Geauga Local,040857,,0.0,False,unmatched,
,,Greene,390472402811,Beavercreek High School,Beavercreek City,001966,,0.0,False,unmatched,
,,Greene,390472402812,Fairbrook Elementary School,Beavercreek City,050757,,0.0,False,unmatched,
,,Greene,390472402813,Jacob Coy Middle School,Beavercreek City,011528,,0.0,False,unmatched,
,,Greene,390472402814,Herman K Ankeney Middle School,Beavercreek City,043299,,0.0,False,unmatched,
,,Greene,390472402815,Main Elementary School,Beavercreek City,022251,,0.0,False,unmatched,
,,Greene,390472402816,Parkwood Elementary School,Beavercreek City,029322,,0.0,False,unmatched,
,,Greene,390472402817,Shaw Elementary School,Beavercreek City,034181,Shaw High School,400.0,True,exact_unique_name,100
,,Greene,390472402818,Valley Elementary School,Beavercreek City,038083,,0.0,False,unmatched,
,,Greene,390472405774,Trebein Elementary School,Beavercreek City,013929,,0.0,False,unmatched,
,,Greene,390472405851,Beavercreek City School Preschool,Beavercreek City,015189,,0.0,False,unmatched,
,,Greene,390472405960,Ferguson Hall Freshman School,Beavercreek City,016890,,0.0,False,unmatched,
,,Greene,390472502820,Cedarville Elementary School,Cedar Cliff Local,005165,,0.0,False,unmatched,
