region_id,region,county_name,NCESSCH,SCH_NAME,LEA_NAME,school_irn,Building Name,students_served,high_need,match_method,match_score
,,Hamilton,390437500335,Evanston Academy,Cincinnati Public Schools,016519,,0.0,False,unmatched,64.86486486486487
,,Hamilton,390437500339,Kilgour School,Cincinnati Public Schools,019000,,0.0,False,unmatched,28.57142857142857
,,Hamilton,390437500344,John P. Parker School,Cincinnati Public Schools,021857,,0.0,False,unmatched,36.8421052631579
,,Hamilton,390437500349,Midway School,Cincinnati Public Schools,024612,,0.0,False,unmatched,30.76923076923077
,,Hamilton,390437500350,Ethel M. Taylor Academy,Cincinnati Public Schools,024927,,0.0,False,unmatched,56.60377358490566
,,Hamilton,390437500351,Mt. Airy School,Cincinnati Public Schools,025726,,0.0,False,unmatched,42.85714285714286
,,Hamilton,390437500352,Mt. Washington School,Cincinnati Public Schools,025940,,0.0,False,unmatched,38.70967741935484
,,Hamilton,390437500353,North Avondale Montessori School,Cincinnati Public Schools,026054,,0.0,False,unmatched,53.57142857142857
,,Hamilton,390437500357,Oyler School,Cincinnati Public Schools,029009,,0.0,False,unmatched,30.000000000000004
,,Hamilton,390437500361,Pleasant Hill Academy,Cincinnati Public Schools,030288,Pleasant Hill Academy,0.0,False,exact_irn,
,,Hamilton,390437500362,Pleasant Ridge Montessori School,Cincinnati Public Schools,030312,Pleasant Ridge Montessori School,0.0,False,exact_irn,
,,Hamilton,390437500366,Roberts Academy,Cincinnati Public Schools,032086,Roberts Academy,0.0,False,exact_irn,
,,Hamilton,390437500367,Rockdale Academy,Cincinnati Public Schools,032177,Rockdale Academy,0.0,False,exact_irn,
,,Hamilton,390437500370,Roselawn Condon School,Cincinnati Public Schools,032680,,0.0,False,unmatched,44.89795918367348
,,Hamilton,390437500371,Rothenberg Preparatory Academy,Cincinnati Public Schools,032797,,0.0,False,unmatched,57.77777777777777
,,Hamilton,390437500372,Sands Montessori School,Cincinnati Public Schools,033530,,0.0,False,unmatched,73.17073170731707
,,Hamilton,390437500374,Sayler Park School,Cincinnati Public Schools,033688,,0.0,False,unmatched,44.44444444444444
,,Hamilton,390437500377,Shroder High School,Cincinnati Public Schools,034538,,0.0,False,unmatched,40.0
,,Hamilton,390437500378,Silverton Elementary,Cincinnati Public Schools,034629,,0.0,False,unmatched,42.85714285714286
,,Hamilton,390437500379,South Avondale School,Cincinnati Public Schools,033134,,0.0,False,unmatched,41.379310344827594
,,Hamilton,390437500381,William H Taft Elementary School,Cincinnati Public Schools,036780,William H. Taft Elementary School,0.0,False,exact_unique_name,100
,,Hamilton,390437500382,Robert A. Taft Information Technology High School,Cincinnati Public Schools,036830,Robert A. Taft Information Technology High School,0.0,False,exact_irn,
,,Hamilton,390437500384,Walnut Hills High School,Cincinnati Public Schools,039073,,0.0,False,unmatched,48.484848484848484
,,Hamilton,390437500389,Westwood School,Cincinnati Public Schools,040865,Westwood School,0.0,False,exact_irn,
,,Hamilton,390437500392,Winton Hills Academy,Cincinnati Public Schools,041855,,0.0,False,unmatched,73.17073170731707
,,Hamilton,390437500393,Parker Woods Montessori School,Cincinnati Public Schools,041863,,0.0,False,unmatched,62.5
,,Hamilton,390437500395,Woodford Academy,Cincinnati Public Schools,070326,,0.0,False,unmatched,64.51612903225806
,,Hamilton,390437503703,Carson School,Cincinnati Public Schools,139873,,0.0,False,unmatched,54.54545454545454
,,Hamilton,390437504213,Virtual High School,Cincinnati Public Schools,142398,Virtual High School,0.0,False,exact_irn,
,,Hamilton,390437504219,Western Hills University High School,Cincinnati Public Schools,145557,Western Hills University High School,0.0,False,exact_irn,
,,Hamilton,390437504258,Academy for Multilingual Immersion Studies,Cincinnati Public Schools,145581,,0.0,False,unmatched,49.31506849315068
,,Hamilton,390437504274,Riverview East Academy,Cincinnati Public Schools,145722,Riverview East Academy,0.0,False,exact_irn,
,,Hamilton,390437504280,Academy Of World Languages School,Cincinnati Public Schools,094623,,0.0,False,unmatched,50.0
,,Hamilton,390437504284,Withrow University High School,Cincinnati Public Schools,146365,Withrow University High School,0.0,False,exact_irn,
,,Hamilton,390437504331,Clark Montessori High School,Cincinnati Public Schools,098590,,0.0,False,unmatched,48.78048780487805
,,Hamilton,390437504416,Woodward Career Technical High School,Cincinnati Public Schools,147520,,0.0,False,unmatched,40.67796610169492
,,Hamilton,390437504417,Aiken New Tech High School,Cincinnati Public Schools,147538,,0.0,False,unmatched,40.0
,,Hamilton,390437505098,Roll Hill School,Cincinnati Public Schools,148320,,0.0,False,unmatched,40.0
,,Hamilton,390437505375,James N. Gamble Montessori High School,Cincinnati Public Schools,009200,,0.0,False,unmatched,48.0
,,Hamilton,390437505404,Rees E. Price Academy,Cincinnati Public Schools,147280,,0.0,False,unmatched,71.42857142857143
,,Hamilton,390437505521,Hughes STEM High School,Cincinnati Public Schools,011609,,0.0,False,unmatched,45.714285714285715
,,Hamilton,390437505713,Hyde Park School,Cincinnati Public Schools,013184,,0.0,False,unmatched,40.0
,,Hamilton,390437505907,Leap Academy at North Fairmount,Cincinnati Public Schools,016703,Leap Academy at North Fairmount,0.0,False,exact_irn,
,,Hamilton,390437505925,Spencer Center for Gifted and Exceptional Students,Cincinnati Public Schools,016701,,0.0,False,unmatched,45.238095238095234
,,Hamilton,390437505932,Rising Stars at Vine,Cincinnati Public Schools,016106,,0.0,False,unmatched,42.85714285714286
,,Hamilton,390437505939,Rising Stars at Ezzard Charles,Cincinnati Public Schools,016990,,0.0,False,unmatched,44.44444444444444
,,Hamilton,390437505955,Rising Stars at Carthage,Cincinnati Public Schools,016702,,0.0,False,unmatched,41.02564102564102
,,Hamilton,390437505962,James N. Gamble Montessori Elementary School,Cincinnati Public Schools,017353,,0.0,False,unmatched,48.0
,,Hamilton,390437506009,Clifton Area Neighborhood School,Cincinnati Public Schools,016916,Clifton Area Neighborhood School,0.0,False,exact_irn,
,,Hamilton,390437506032,Dr. O?dell Owens Center for Learning,Cincinnati Public Schools,019192,Dr. O’dell Owens Center for Learning,0.0,False,exact_irn,
,,Hamilton,390437506033,Rising Stars at Cheviot/Westwood,Cincinnati Public Schools,019193,,0.0,False,unmatched,42.85714285714286
,,Hamilton,390437506198,John J. Gilligan Digital Academy,Cincinnati Public Schools,019734,John J. Gilligan Digital Academy,0.0,False,exact_irn,
,,Hamilton,390437510883,Bramble School,Cincinnati Public Schools,020870,,0.0,False,unmatched,42.85714285714286
1.0,Group 1 - Columbus Core,Pickaway,390437600398,Circleville High School,Circleville City,006320,Circleville Elementary School,0.0,False,exact_unique_name,100
1.0,Group 1 - Columbus Core,Pickaway,390437600399,Circleville Middle School,Circleville City,006338,Circleville Elementary School,0.0,False,exact_unique_name,100
1.0,Group 1 - Columbus Core,Pickaway,390437600403,Circleville Elementary School,Circleville City,027201,Circleville Elementary School,0.0,False,exact_irn,
,,Tuscarawas,390437700404,Claymont Middle School,Claymont City,006510,,0.0,False,unmatched,
,,Tuscarawas,390437700405,Claymont High School,Claymont City,006528,,0.0,False,unmatched,
,,Tuscarawas,390437700406,Claymont Elementary School,Claymont City,009688,,0.0,False,unmatched,
,,Tuscarawas,390437700407,Claymont Intermediate School,Claymont City,027805,,0.0,False,unmatched,
,,Tuscarawas,390437700410,Claymont Primary School,Claymont City,037473,,0.0,False,unmatched,
,,Cuyahoga,390437800413,Adlai Stevenson School,Cleveland Municipal,000224,,0.0,False,unmatched,38.297872340425535
,,Cuyahoga,390437800417,Almira,Cleveland Municipal,000489,,0.0,False,unmatched,36.36363636363637
,,Cuyahoga,390437800418,Andrew J Rickoff,Cleveland Municipal,000729,,0.0,False,unmatched,34.285714285714285
,,Cuyahoga,390437800420,Anton Grdina,Cleveland Municipal,000828,,0.0,False,unmatched,50.0
,,Cuyahoga,390437800421,Artemus Ward,Cleveland Municipal,001040,,0.0,False,unmatched,43.47826086956522
,,Cuyahoga,390437800424,Benjamin Franklin,Cleveland Municipal,002378,,0.0,False,unmatched,33.333333333333336
,,Cuyahoga,390437800425,Bolton,Cleveland Municipal,003137,Bolton,150.0,True,exact_irn,
,,Cuyahoga,390437800430,Buhrer,Cleveland Municipal,004234,,0.0,False,unmatched,36.36363636363637
,,Cuyahoga,390437800434,Alfred Benesch,Cleveland Municipal,005637,,0.0,False,unmatched,41.666666666666664
,,Cuyahoga,390437800435,Charles A Mooney School,Cleveland Municipal,005892,,0.0,False,unmatched,66.66666666666667
,,Cuyahoga,390437800436,Charles Dickens School,Cleveland Municipal,005900,,0.0,False,unmatched,46.808510638297875
,,Cuyahoga,390437800440,Whitney M Young,Cleveland Municipal,005942,Whitney M Young,200.0,True,exact_irn,
,,Cuyahoga,390437800442,Clara E Westropp School,Cleveland Municipal,006353,,0.0,False,unmatched,41.860465116279066
,,Cuyahoga,390437800443,Clark School,Cleveland Municipal,006429,,0.0,False,unmatched,30.76923076923077
,,Cuyahoga,390437800444,Collinwood High School,Cleveland Municipal,006940,Collinwood High School,125.0,True,exact_irn,
,,Cuyahoga,390437800447,Daniel E Morgan School,Cleveland Municipal,008060,,0.0,False,unmatched,44.067796610169495
,,Cuyahoga,390437800448,Denison,Cleveland Municipal,008383,,0.0,False,unmatched,40.0
,,Cuyahoga,390437800449,Dike School of Arts,Cleveland Municipal,008490,,0.0,False,unmatched,37.03703703703704
,,Cuyahoga,390437800451,Memorial School,Cleveland Municipal,008680,,0.0,False,unmatched,36.36363636363637
,,Cuyahoga,390437800453,East Clark,Cleveland Municipal,008987,,0.0,False,unmatched,44.44444444444444
,,Cuyahoga,390437800456,East Technical High School,Cleveland Municipal,009555,East Technical High School,450.0,True,exact_irn,
,,Cuyahoga,390437800462,Albert Bushnell Hart,Cleveland Municipal,012682,,0.0,False,unmatched,35.89743589743589
,,Cuyahoga,390437800464,George Washington Carver,Cleveland Municipal,013292,,0.0,False,unmatched,43.75
,,Cuyahoga,390437800468,Glenville High School,Cleveland Municipal,013680,Glenville High School,250.0,True,exact_irn,
,,Cuyahoga,390437800469,Halle,Cleveland Municipal,013847,Halle,400.0,True,exact_irn,
,,Cuyahoga,390437800474,Harvey Rice Elementary School,Cleveland Municipal,015578,,0.0,False,unmatched,37.5
,,Cuyahoga,390437800485,Cleveland Early College High,Cleveland Municipal,018408,,0.0,False,unmatched,50.90909090909091
,,Cuyahoga,390437800491,Kenneth W Clement,Cleveland Municipal,068221,,0.0,False,unmatched,45.45454545454546
,,Cuyahoga,390437800495,Luis Munoz Marin School,Cleveland Municipal,062760,,0.0,False,unmatched,38.70967741935484
,,Cuyahoga,390437800499,Mary Church Terrell,Cleveland Municipal,021527,,0.0,False,unmatched,35.29411764705882
,,Cuyahoga,390437800500,Franklin D. Roosevelt,Cleveland Municipal,021543,,0.0,False,unmatched,38.46153846153846
,,Cuyahoga,390437800504,Marion C Seltzer Elementary School,Cleveland Municipal,065565,,0.0,False,unmatched,46.15384615384615
,,Cuyahoga,390437800505,Marion-Sterling Elementary School,Cleveland Municipal,065573,,0.0,False,unmatched,40.0
,,Cuyahoga,390437800507,Mary B Martin School,Cleveland Municipal,023069,,0.0,False,unmatched,35.71428571428571
,,Cuyahoga,390437800508,Mary M Bethune,Cleveland Municipal,023085,,0.0,False,unmatched,40.0
,,Cuyahoga,390437800509,Max S Hayes High School,Cleveland Municipal,023259,Max S Hayes High School,500.0,True,exact_irn,
,,Cuyahoga,390437800513,Miles School,Cleveland Municipal,024687,,0.0,False,unmatched,42.85714285714286
,,Cuyahoga,390437800514,Miles Park School,Cleveland Municipal,024695,,0.0,False,unmatched,38.095238095238095
,,Cuyahoga,390437800515,Stonebrook-White Montessori,Cleveland Municipal,024703,,0.0,False,unmatched,43.47826086956522
,,Cuyahoga,390437800518,Mound Elementary School,Cleveland Municipal,025650,,0.0,False,unmatched,40.0
,,Cuyahoga,390437800522,Nathan Hale School,Cleveland Municipal,026443,,0.0,False,unmatched,50.0
,,Cuyahoga,390437800524,Newton D Baker School,Cleveland Municipal,027102,,0.0,False,unmatched,45.45454545454546
,,Cuyahoga,390437800525,Oliver Hazard Perry Elementary School,Cleveland Municipal,028589,,0.0,False,unmatched,36.36363636363637
,,Cuyahoga,390437800526,Orchard School,Cleveland Municipal,028720,,0.0,False,unmatched,33.333333333333336
,,Cuyahoga,390437800527,Stephanie Tubbs Jones,Cleveland Municipal,029371,,0.0,False,unmatched,45.714285714285715
,,Cuyahoga,390437800528,Paul L Dunbar Elementary School,Cleveland Municipal,029413,,0.0,False,unmatched,33.333333333333336
,,Cuyahoga,390437800531,Riverside School,Cleveland Municipal,031963,,0.0,False,unmatched,33.333333333333336
,,Cuyahoga,390437800533,Robert H Jamison School,Cleveland Municipal,032060,,0.0,False,unmatched,40.0
,,Cuyahoga,390437800534,Robinson G Jones Elementary School,Cleveland Municipal,032128,,0.0,False,unmatched,46.666666666666664
,,Cuyahoga,390437800536,Scranton School,Cleveland Municipal,033902,Scranton School,200.0,True,exact_irn,
,,Cuyahoga,390437800540,Sunbeam,Cleveland Municipal,036475,,0.0,False,unmatched,28.57142857142857
,,Cuyahoga,390437800542,Tremont Montessori School,Cleveland Municipal,037457,,0.0,False,unmatched,42.85714285714286
,,Cuyahoga,390437800544,Valley View Elementary School,Cleveland Municipal,038182,,0.0,False,unmatched,50.0
,,Cuyahoga,390437800546,Wade Park,Cleveland Municipal,038927,,0.0,False,unmatched,30.000000000000004
,,Cuyahoga,390437800547,Walton School,Cleveland Municipal,039149,,0.0,False,unmatched,66.66666666666667
,,Cuyahoga,390437800550,Waverly Elementary School,Cleveland Municipal,039891,,0.0,False,unmatched,33.333333333333336
,,Cuyahoga,390437800551,Joseph M Gallagher School,Cleveland Municipal,062778,,0.0,False,unmatched,36.0
,,Cuyahoga,390437800555,Wilbur Wright School,Cleveland Municipal,041236,,0.0,False,unmatched,31.25
,,Cuyahoga,390437800557,William C Bryant Elementary School,Cleveland Municipal,038604,,0.0,False,unmatched,40.0
,,Cuyahoga,390437800729,Hannah Gibbons-Nottingham Elementary School,Cleveland Municipal,015073,,0.0,False,unmatched,37.68115942028986
,,Cuyahoga,390437800730,Louisa May Alcott Elementary School,Cleveland Municipal,021550,,0.0,False,unmatched,36.73469387755102
,,Cuyahoga,390437804151,Garrett Morgan School of Engineering & Innovation,Cleveland Municipal,063461,Garrett Morgan School of Engineering & Innovation,400.0,True,exact_irn,
,,Cuyahoga,390437804208,Cleveland School Of The Arts High School,Cleveland Municipal,064576,,0.0,False,unmatched,62.5
,,Cuyahoga,390437805339,The School of One,Cleveland Municipal,025874,The School of One,100.0,True,exact_irn,
,,Cuyahoga,390437805395,Warner Girls Leadership Academy,Cleveland Municipal,039206,,0.0,False,unmatched,51.28205128205128
,,Cuyahoga,390437805414,Ginn Academy,Cleveland Municipal,009421,,0.0,False,unmatched,40.816326530612244
,,Cuyahoga,390437805433,Douglas MacArthur,Cleveland Municipal,009285,,0.0,False,unmatched,35.71428571428571
,,Cuyahoga,390437805476,MC^2 STEM High School,Cleveland Municipal,010200,,0.0,False,unmatched,33.333333333333336
,,Cuyahoga,390437805531,Garfield Elementary School,Cleveland Municipal,012898,Garfield Elementary School,0.0,False,exact_unique_name,100
,,Cuyahoga,390437805538,Cleveland School of Architecture & Design,Cleveland Municipal,019406,,0.0,False,unmatched,44.99999999999999
,,Cuyahoga,390437805561,Cleveland School of Science & Medicine,Cleveland Municipal,147397,,0.0,False,unmatched,56.666666666666664
,,Cuyahoga,390437805573,New Technology West,Cleveland Municipal,012352,New Technology West,250.0,True,exact_irn,
,,Cuyahoga,390437805591,Campus International School,Cleveland Municipal,012350,,0.0,False,unmatched,52.94117647058824
,,Cuyahoga,390437805603,Facing History High School@Charles Mooney,Cleveland Municipal,012355,Facing History High School@Charles Mooney,75.0,True,exact_irn,
,,Cuyahoga,390437805624,Natividad Pagan International Newcomers Academy,Cleveland Municipal,037101,Natividad Pagan International Newcomers Academy,150.0,True,exact_irn,
,,Cuyahoga,390437805637,Willson School,Cleveland Municipal,041541,,0.0,False,unmatched,46.15384615384615
,,Cuyahoga,390437805641,Euclid Park Elementary School,Cleveland Municipal,010801,,0.0,False,unmatched,38.095238095238095
,,Cuyahoga,390437805821,Bard Early College Cleveland,Cleveland Municipal,014920,,0.0,False,unmatched,50.90909090909091
,,Cuyahoga,390437805831,Cleveland High School for the Digital Arts,Cleveland Municipal,014918,,0.0,False,unmatched,56.14035087719298
,,Cuyahoga,390437805840,John F Kennedy High School,Cleveland Municipal,014919,John F Kennedy High School,500.0,True,exact_irn,
,,Cuyahoga,390437805865,John Marshall School of Information Technology,Cleveland Municipal,015600,,0.0,False,unmatched,41.379310344827594
,,Cuyahoga,390437805867,John Marshall School of Business and Civic Leadership,Cleveland Municipal,015599,,0.0,False,unmatched,44.44444444444444
,,Cuyahoga,390437805868,John Marshall School of Engineering,Cleveland Municipal,015598,,0.0,False,unmatched,58.33333333333333
,,Cuyahoga,390437805873,Lincoln West School Of Global Studies,Cleveland Municipal,016427,,0.0,False,unmatched,49.18032786885246
,,Cuyahoga,390437805888,Lincoln West School of Science & Health,Cleveland Municipal,016429,,0.0,False,unmatched,49.056603773584904
,,Cuyahoga,390437805920,John Adams College & Career Academy,Cleveland Municipal,016885,John Adams College & Career Academy,300.0,True,exact_irn,
,,Cuyahoga,390437805946,Campus International High School,Cleveland Municipal,016886,,0.0,False,unmatched,52.94117647058824
,,Cuyahoga,390437805947,Rhodes College and Career Academy,Cleveland Municipal,016883,,0.0,False,unmatched,80.0
,,Cuyahoga,390437805950,Davis Aerospace & Maritime High School,Cleveland Municipal,016887,,0.0,False,unmatched,40.67796610169492
,,Cuyahoga,390437805951,Rhodes School of Environmental Studies,Cleveland Municipal,016882,Rhodes School of Environmental Studies,250.0,True,exact_irn,
,,Cuyahoga,390437805972,William Rainey Harper,Cleveland Municipal,017190,,0.0,False,unmatched,41.509433962264154
,,Cuyahoga,390437806035,Garrett Morgan School of Leadership and Innovation,Cleveland Municipal,019194,,0.0,False,unmatched,73.5632183908046
,,Cuyahoga,390437806199,Cleveland Metro Remote School K-12,Cleveland Municipal,019664,Cleveland Metro Remote School K-12,400.0,True,exact_irn,
,,Cuyahoga,390437900565,Gearity Professional Development School,Cleveland Heights-University Heights City,002352,,0.0,False,unmatched,
,,Cuyahoga,390437900566,Boulevard Elementary School,Cleveland Heights-University Heights City,003251,,0.0,False,unmatched,
,,Cuyahoga,390437900567,Canterbury Elementary School,Cleveland Heights-University Heights City,004804,,0.0,False,unmatched,
,,Cuyahoga,390437900569,Fairfax Elementary School,Cleveland Heights-University Heights City,010967,,0.0,False,unmatched,
,,Cuyahoga,390437900571,Cleveland Heights High School,Cleveland Heights-University Heights City,015842,,0.0,False,unmatched,
,,Cuyahoga,390437900573,Monticello Middle School,Cleveland Heights-University Heights City,025411,,0.0,False,unmatched,
,,Cuyahoga,390437900574,Noble Elementary School,Cleveland Heights-University Heights City,027250,,0.0,False,unmatched,
,,Cuyahoga,390437900576,Oxford Elementary School,Cleveland Heights-University Heights City,028993,,0.0,False,unmatched,
,,Cuyahoga,390437900577,Roxboro Elementary School,Cleveland Heights-University Heights City,032839,,0.0,False,unmatched,
,,Cuyahoga,390437900578,Roxboro Middle School,Cleveland Heights-University Heights City,032847,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390438000356,Fort Hayes Career Center,Columbus City Schools District,120246,,0.0,False,unmatched,61.81818181818181
1.0,Group 1 - Columbus Core,Franklin,390438000559,Columbus Spanish Immersion K-7 School,Columbus City Schools District,001925,,0.0,False,unmatched,52.0
1.0,Group 1 - Columbus Core,Franklin,390438000575,Valleyview Elementary School,Columbus City Schools District,038190,,0.0,False,unmatched,44.44444444444444
1.0,Group 1 - Columbus Core,Franklin,390438000582,Alpine Elementary School,Columbus City Schools District,000497,,0.0,False,unmatched,54.54545454545454
1.0,Group 1 - Columbus Core,Franklin,390438000584,Avalon Elementary School,Columbus City Schools District,070086,,0.0,False,unmatched,57.14285714285714
1.0,Group 1 - Columbus Core,Franklin,390438000585,Avondale Elementary School,Columbus City Schools District,001396,Avondale Elementary School,196.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390438000587,Beatty Park Elementary School,Columbus City Schools District,001917,,0.0,False,unmatched,43.47826086956522
1.0,Group 1 - Columbus Core,Franklin,390438000590,Beechcroft High School,Columbus City Schools District,068528,,0.0,False,unmatched,31.57894736842105
1.0,Group 1 - Columbus Core,Franklin,390438000592,Berwick Alternative K-8 School,Columbus City Schools District,002527,,0.0,False,unmatched,35.08771929824561
1.0,Group 1 - Columbus Core,Franklin,390438000593,Binns Elementary School,Columbus City Schools District,002733,,0.0,False,unmatched,54.54545454545454
1.0,Group 1 - Columbus Core,Franklin,390438000595,Briggs High School,Columbus City Schools District,067728,Briggs High School,934.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390438000596,Broadleigh Elementary School,Columbus City Schools District,003665,,0.0,False,unmatched,50.0
1.0,Group 1 - Columbus Core,Franklin,390438000598,Buckeye Middle School,Columbus City Schools District,004135,,0.0,False,unmatched,31.57894736842105
1.0,Group 1 - Columbus Core,Franklin,390438000599,Burroughs Elementary School,Columbus City Schools District,004341,,0.0,False,unmatched,53.333333333333336
1.0,Group 1 - Columbus Core,Franklin,390438000601,Cassady Alternative Elementary School,Columbus City Schools District,024653,,0.0,False,unmatched,41.509433962264154
1.0,Group 1 - Columbus Core,Franklin,390438000602,Cedarwood Alternative Elementary School,Columbus City Schools District,005181,,0.0,False,unmatched,40.0
1.0,Group 1 - Columbus Core,Franklin,390438000603,Centennial High School,Columbus City Schools District,068536,,0.0,False,unmatched,36.8421052631579
1.0,Group 1 - Columbus Core,Franklin,390438000605,Champion Middle School,Columbus City Schools District,005827,Champion High School,40.0,True,exact_unique_name,100
1.0,Group 1 - Columbus Core,Franklin,390438000607,Watkins Elementary School,Columbus City Schools District,006387,,0.0,False,unmatched,66.66666666666667
1.0,Group 1 - Columbus Core,Franklin,390438000609,Clinton Elementary School,Columbus City Schools District,006692,,0.0,False,unmatched,52.63157894736843
1.0,Group 1 - Columbus Core,Franklin,390438000611,Colerain Elementary School,Columbus City Schools District,006874,,0.0,False,unmatched,61.53846153846154
1.0,Group 1 - Columbus Core,Franklin,390438000612,Como Elementary School,Columbus City Schools District,007120,,0.0,False,unmatched,33.333333333333336
1.0,Group 1 - Columbus Core,Franklin,390438000614,Cranbrook Elementary School,Columbus City Schools District,007567,,0.0,False,unmatched,47.05882352941176
1.0,Group 1 - Columbus Core,Franklin,390438000617,Starling PK-8,Columbus City Schools District,008037,,0.0,False,unmatched,42.85714285714286
1.0,Group 1 - Columbus Core,Franklin,390438000619,Devonshire Alternative Elementary School,Columbus City Schools District,008474,,0.0,False,unmatched,37.83783783783784
1.0,Group 1 - Columbus Core,Franklin,390438000620,Dominion Middle School,Columbus City Schools District,008581,,0.0,False,unmatched,43.47826086956522
1.0,Group 1 - Columbus Core,Franklin,390438000622,Duxberry Park Alternative Elementary School,Columbus City Schools District,008912,,0.0,False,unmatched,40.67796610169492
1.0,Group 1 - Columbus Core,Franklin,390438000624,East High School,Columbus City Schools District,009514,East High School,100.0,True,exact_unique_name,100
1.0,Group 1 - Columbus Core,Franklin,390438000625,East Columbus Elementary School,Columbus City Schools District,009001,,0.0,False,unmatched,66.66666666666667
1.0,Group 1 - Columbus Core,Franklin,390438000626,East Linden Elementary School,Columbus City Schools District,009076,,0.0,False,unmatched,50.0
1.0,Group 1 - Columbus Core,Franklin,390438000628,Easthaven Elementary School,Columbus City Schools District,009613,,0.0,False,unmatched,46.15384615384615
1.0,Group 1 - Columbus Core,Franklin,390438000632,Arts Impact Middle School (Aims),Columbus City Schools District,010876,,0.0,False,unmatched,38.70967741935484
1.0,Group 1 - Columbus Core,Franklin,390438000634,Fairmoor Elementary School,Columbus City Schools District,011189,Fairmoor Elementary School,150.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390438000635,Fairwood Alternative Elementary School,Columbus City Schools District,011312,,0.0,False,unmatched,42.85714285714286
1.0,Group 1 - Columbus Core,Franklin,390438000636,Hubbard Elementary School,Columbus City Schools District,011593,,0.0,False,unmatched,30.76923076923077
1.0,Group 1 - Columbus Core,Franklin,390438000643,Georgian Heights Alt Elementary School,Columbus City Schools District,013334,,0.0,False,unmatched,39.21568627450981
1.0,Group 1 - Columbus Core,Franklin,390438000647,Hamilton STEM Academy (K-6),Columbus City Schools District,014902,,0.0,False,unmatched,64.15094339622642
1.0,Group 1 - Columbus Core,Franklin,390438000649,Highland Elementary School,Columbus City Schools District,016113,,0.0,False,unmatched,37.5
1.0,Group 1 - Columbus Core,Franklin,390438000650,Hilltonia Middle School,Columbus City Schools District,016386,,0.0,False,unmatched,44.44444444444444
1.0,Group 1 - Columbus Core,Franklin,390438000653,Huy/A.G. Bell Elementary School,Columbus City Schools District,017228,Huy/A.G. Bell Elementary School ,322.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390438000654,Independence High School,Columbus City Schools District,067736,Independence Elementary School,280.0,True,exact_unique_name,100
1.0,Group 1 - Columbus Core,Franklin,390438000655,Indian Springs Elementary School,Columbus City Schools District,017392,,0.0,False,unmatched,48.275862068965516
1.0,Group 1 - Columbus Core,Franklin,390438000656,Indianola Informal K-8 School,Columbus City Schools District,017434,,0.0,False,unmatched,41.509433962264154
1.0,Group 1 - Columbus Core,Franklin,390438000658,Innis Elementary School,Columbus City Schools District,067744,,0.0,False,unmatched,40.0
1.0,Group 1 - Columbus Core,Franklin,390438000660,Johnson Park Middle School,Columbus City Schools District,018465,,0.0,False,unmatched,66.66666666666667
1.0,Group 1 - Columbus Core,Franklin,390438000665,Leawood Elementary School,Columbus City Schools District,020024,,0.0,False,unmatched,62.5
1.0,Group 1 - Columbus Core,Franklin,390438000668,Lincoln Park Elementary School,Columbus City Schools District,020974,Lincoln Park Elementary School,247.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390438000670,Linden STEM Academy (K-6),Columbus City Schools District,021022,,0.0,False,unmatched,74.50980392156863
1.0,Group 1 - Columbus Core,Franklin,390438000672,Linden-McKinley STEM Academy,Columbus City Schools District,021030,Linden-McKinley STEM Academy,776.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390438000674,Livingston Elementary School,Columbus City Schools District,021147,,0.0,False,unmatched,45.45454545454546
1.0,Group 1 - Columbus Core,Franklin,390438000676,Maize Road Elementary School,Columbus City Schools District,022293,,0.0,False,unmatched,44.44444444444444
1.0,Group 1 - Columbus Core,Franklin,390438000677,Marion-Franklin High School,Columbus City Schools District,022855,Marion-Franklin High School,436.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390438000680,Columbus Alternative High School,Columbus City Schools District,023606,,0.0,False,unmatched,55.55555555555556
1.0,Group 1 - Columbus Core,Franklin,390438000682,Medina Middle School,Columbus City Schools District,024067,,0.0,False,unmatched,54.54545454545454
1.0,Group 1 - Columbus Core,Franklin,390438000683,Mifflin High School,Columbus City Schools District,024661,,0.0,False,unmatched,36.36363636363637
1.0,Group 1 - Columbus Core,Franklin,390438000684,Mifflin Alternative Middle School,Columbus City Schools District,070078,,0.0,False,unmatched,41.17647058823529
1.0,Group 1 - Columbus Core,Franklin,390438000685,Columbus Africentric Early College ES,Columbus City Schools District,025163,Columbus Africentric Early College Middle School,201.0,True,normalized_name,95.77464788732395
1.0,Group 1 - Columbus Core,Franklin,390438000686,Moler Elementary School,Columbus City Schools District,025171,,0.0,False,unmatched,46.15384615384615
1.0,Group 1 - Columbus Core,Franklin,390438000689,North Linden Elementary School,Columbus City Schools District,026245,,0.0,False,unmatched,50.0
1.0,Group 1 - Columbus Core,Franklin,390438000691,Northland High School,Columbus City Schools District,027680,,0.0,False,unmatched,42.85714285714286
